date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_indoor_relative_humidity,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-07-12T13:00:00Z,86.8,89.7,51.9,87.1,89,-0.29999999999999716,0.7000000000000028
2019-07-12T14:00:00Z,87.6,90.9,51.5,89.1,91,-1.5,-0.09999999999999432
2019-07-12T15:00:00Z,88.2,92,51.9,90,91,-1.7999999999999972,1
2019-07-12T16:00:00Z,88.6,92.8,51.4,90,91,-1.4000000000000057,1.7999999999999972
2019-07-12T17:00:00Z,89,93.1,51.2,89.1,90,-0.09999999999999432,3.0999999999999943
2019-07-12T18:00:00Z,89.4,94.2,51.4,88,88,1.4000000000000057,6.200000000000003
2019-07-12T19:00:00Z,89.8,95,52,87.1,88,2.700000000000003,7
2019-07-12T20:00:00Z,89.8,95.9,53.5,86,87,3.799999999999997,8.900000000000006
2019-07-12T21:00:00Z,89.5,94.5,52.1,84.9,86,4.599999999999994,8.5
2019-07-12T22:00:00Z,89.3,94,51.7,82.9,84,6.3999999999999915,10
2019-07-12T23:00:00Z,88.9,93.2,51.2,81,82,7.900000000000006,11.200000000000003
2019-07-13T00:00:00Z,88.5,92,50.1,80.1,81,8.400000000000006,11
2019-07-13T01:00:00Z,88,90.7,49,79,80,9,10.700000000000003
2019-07-13T02:00:00Z,87.4,89.8,48.5,78.1,78,9.300000000000011,11.799999999999997
2019-07-13T03:00:00Z,87.2,89,48.5,77,77,10.200000000000003,12
2019-07-13T04:00:00Z,86.7,88.3,48.1,75,75,11.700000000000003,13.299999999999997
2019-07-13T05:00:00Z,86.4,88,48.2,75,75,11.400000000000006,13
2019-07-13T06:00:00Z,86.1,87.4,48,75.9,76,10.199999999999989,11.400000000000006
2019-07-13T07:00:00Z,85.6,86.2,46.2,79,80,6.599999999999994,6.200000000000003
2019-07-13T08:00:00Z,85.5,86.3,46.3,81,82,4.5,4.299999999999997
2019-07-13T09:00:00Z,85.9,87,47.2,82.9,83,3,4
2019-07-13T10:00:00Z,86,87,46.9,84,84,2,3
2019-07-13T11:00:00Z,86.1,87.2,46.8,86,87,0.09999999999999432,0.20000000000000284
2019-07-13T12:00:00Z,86.7,88.2,47.2,88,89,-1.2999999999999972,-0.7999999999999972
2019-07-13T13:00:00Z,87.5,89.3,47.1,89.1,90,-1.5999999999999943,-0.7000000000000028
2019-07-13T14:00:00Z,88.4,90.7,47.3,90,92,-1.5999999999999943,-1.2999999999999972
2019-07-13T15:00:00Z,89.2,93,49.5,91,92,-1.7999999999999972,1
2019-07-13T16:00:00Z,90,96,53,90,91,0,5
2019-07-13T17:00:00Z,90.5,98,54.9,88,89,2.5,9
2019-07-13T18:00:00Z,90.7,98,53.8,88,88,2.700000000000003,10
2019-07-13T19:00:00Z,90.9,98,53.2,87.1,88,3.8000000000000114,10
2019-07-13T20:00:00Z,90.8,97.9,53.2,86,87,4.799999999999997,10.900000000000006
2019-07-13T21:00:00Z,90.5,97.3,53.3,84.9,86,5.599999999999994,11.299999999999997
2019-07-13T22:00:00Z,90.5,96.1,51.8,84,86,6.5,10.099999999999994
2019-07-13T23:00:00Z,90.3,94.6,49,82,84,8.299999999999997,10.599999999999994
2019-07-14T00:00:00Z,89.4,91.7,45.5,81,83,8.400000000000006,8.700000000000003
2019-07-14T01:00:00Z,89,91.7,47.2,80.1,82,8.900000000000006,9.700000000000003
2019-07-14T02:00:00Z,88.6,91,47.1,78.1,79,10.5,12
2019-07-14T03:00:00Z,88.3,90.5,46.9,77,78,11.299999999999997,12.5
2019-07-14T04:00:00Z,88,90,46.6,75,76,13,14
2019-07-14T05:00:00Z,87.7,89.5,46.8,75,76,12.700000000000003,13.5
2019-07-14T06:00:00Z,87.4,89,47,77,78,10.400000000000006,11
2019-07-14T07:00:00Z,86.8,87.2,43.9,82,84,4.799999999999997,3.200000000000003
2019-07-14T08:00:00Z,86.9,87.9,44.7,84.9,87,2,0.9000000000000057
2019-07-14T09:00:00Z,87.3,88.9,46.5,86,88,1.2999999999999972,0.9000000000000057
2019-07-14T10:00:00Z,87.6,89,46.8,90,93,-2.4000000000000057,-4
2019-07-14T11:00:00Z,87.9,90,47.6,91,94,-3.0999999999999943,-4
2019-07-14T12:00:00Z,88.5,91.1,47.8,91,95,-2.5,-3.9000000000000057
2019-07-14T13:00:00Z,89.2,92.5,48.3,91.9,97,-2.700000000000003,-4.5
2019-07-14T14:00:00Z,89.9,93.9,48.6,93.9,97,-4,-3.0999999999999943
2019-07-14T15:00:00Z,90.5,94.9,48.6,91.9,94,-1.4000000000000057,0.9000000000000057
2019-07-14T16:00:00Z,91,95.9,48.6,93.9,98,-2.9000000000000057,-2.0999999999999943
2019-07-14T17:00:00Z,91.4,96.7,49.2,91.9,95,-0.5,1.7000000000000028
2019-07-14T18:00:00Z,91.7,98,50,91,92,0.7000000000000028,6
2019-07-14T19:00:00Z,91.8,98.6,50.9,89.1,90,2.700000000000003,8.599999999999994
2019-07-14T20:00:00Z,91.7,97.8,50.1,87.1,88,4.6000000000000085,9.799999999999997
2019-07-14T21:00:00Z,91.3,96.2,47.9,84.9,85,6.3999999999999915,11.200000000000003
2019-07-14T22:00:00Z,90.7,93.9,45.5,84,85,6.700000000000003,8.900000000000006
2019-07-14T23:00:00Z,90.1,92.2,43.8,82,83,8.099999999999994,9.200000000000003
2019-07-15T00:00:00Z,89.5,90.6,42.3,81,82,8.5,8.599999999999994
2019-07-15T01:00:00Z,88.8,89.5,41.7,79,79,9.799999999999997,10.5
2019-07-15T02:00:00Z,88.4,89,41.6,78.1,78,10.300000000000011,11
2019-07-15T03:00:00Z,87.9,88,41.1,77,77,10.900000000000006,11
2019-07-15T04:00:00Z,87.5,87.3,40.4,75.9,76,11.599999999999994,11.299999999999997
2019-07-15T05:00:00Z,87,87,40.1,75,75,12,12
2019-07-15T06:00:00Z,86.5,86,39.7,75,75,11.5,11
2019-07-15T07:00:00Z,86.5,86.3,41.3,78.1,78,8.400000000000006,8.299999999999997
2019-07-15T08:00:00Z,87.2,88,44.3,80.1,81,7.1000000000000085,7
2019-07-15T09:00:00Z,87.5,88.4,44.2,82.9,83,4.599999999999994,5.400000000000006
2019-07-15T10:00:00Z,87.6,89,44.2,84,84,3.5999999999999943,5
2019-07-15T11:00:00Z,87.9,89,44.4,87.1,87,0.8000000000000114,2
2019-07-15T12:00:00Z,88.4,89.8,44.8,87.1,88,1.3000000000000114,1.7999999999999972
2019-07-15T13:00:00Z,89.4,93,49.3,89.1,90,0.30000000000001137,3
2019-07-15T14:00:00Z,90.2,95.5,51.1,88,89,2.200000000000003,6.5
2019-07-15T15:00:00Z,90.7,95.5,49.3,88,90,2.700000000000003,5.5
2019-07-15T16:00:00Z,91,96.6,50,90,93,1,3.5999999999999943
2019-07-15T17:00:00Z,91.5,98.1,51,87.1,88,4.400000000000006,10.099999999999994
2019-07-15T18:00:00Z,91.9,99.6,52.2,84,86,7.900000000000006,13.599999999999994
2019-07-15T19:00:00Z,92.1,100.6,53.4,82.9,85,9.199999999999989,15.599999999999994
2019-07-15T20:00:00Z,91.7,97.7,49.3,82,84,9.700000000000003,13.700000000000003
2019-07-15T21:00:00Z,91.4,96,47.2,82,84,9.400000000000006,12
2019-07-15T22:00:00Z,91.1,95,46.5,81,83,10.099999999999994,12
2019-07-15T23:00:00Z,90.6,93.9,45.6,81,83,9.599999999999994,10.900000000000006
2019-07-16T00:00:00Z,90.2,93,45.7,80.1,82,10.100000000000009,11
2019-07-16T01:00:00Z,90,93,46.2,80.1,82,9.900000000000006,11
2019-07-16T02:00:00Z,89.6,92.3,46.1,79,81,10.599999999999994,11.299999999999997
2019-07-16T03:00:00Z,89.2,91.9,45.9,78.1,79,11.100000000000009,12.900000000000006
2019-07-16T04:00:00Z,88.8,90.9,45.8,78.1,79,10.700000000000003,11.900000000000006
2019-07-16T05:00:00Z,88.1,89.8,45.6,77,78,11.099999999999994,11.799999999999997
2019-07-16T06:00:00Z,87.7,89,45.6,77,78,10.700000000000003,11
2019-07-16T07:00:00Z,87.6,88.8,45.1,82,86,5.599999999999994,2.799999999999997
2019-07-16T08:00:00Z,87.6,89,45.7,84,89,3.5999999999999943,0
2019-07-16T09:00:00Z,87.8,89.6,46.6,87.1,94,0.7000000000000028,-4.400000000000006
2019-07-16T10:00:00Z,88.3,90.9,48.4,91,98,-2.700000000000003,-7.099999999999994
2019-07-16T11:00:00Z,88.9,92.3,49,95,101,-6.099999999999994,-8.700000000000003
2019-07-16T12:00:00Z,89.5,93.3,48.9,93.9,99,-4.400000000000006,-5.700000000000003
