date_hour_minute,mean_indoor_temperature,mean_indoor_heat_index,mean_indoor_relative_humidity,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-06-13T18:37:00Z,80.1,82,57.8,64.9,65,15.199999999999989,17
2019-06-13T18:38:00Z,80.1,82,57.2,64.9,65,15.199999999999989,17
2019-06-13T18:39:00Z,80.1,82,57.3,64.9,65,15.199999999999989,17
2019-06-13T18:41:00Z,80.1,82,57.1,64.9,65,15.199999999999989,17
2019-06-13T18:42:00Z,80.1,82,57.3,64.9,65,15.199999999999989,17
2019-06-13T18:43:00Z,80.1,82,57.1,64.9,65,15.199999999999989,17
2019-06-13T18:44:00Z,80.1,82,57.1,64.9,65,15.199999999999989,17
2019-06-13T18:46:00Z,79.9,81,57,64.9,65,15,16
2019-06-13T18:47:00Z,79.9,81,57.2,64.9,65,15,16
2019-06-13T18:48:00Z,79.9,81,57.3,64.9,65,15,16
2019-06-13T18:49:00Z,79.9,81,57.4,64.9,65,15,16
2019-06-13T18:51:00Z,79.9,81,57.6,64.9,65,15,16
2019-06-13T18:52:00Z,79.7,81,57.7,64.9,65,14.799999999999997,16
2019-06-13T18:53:00Z,79.9,81,57.8,64.9,65,15,16
2019-06-13T18:54:00Z,79.9,81,58.1,64.9,65,15,16
2019-06-13T18:56:00Z,79.9,82,58.4,64.9,65,15,17
2019-06-13T18:57:00Z,79.9,82,58.4,64.9,65,15,17
2019-06-13T18:58:00Z,79.9,82,58.4,64.9,65,15,17
2019-06-13T18:59:00Z,79.9,82,58.6,64.9,65,15,17
2019-06-13T19:01:00Z,79.9,82,58.5,64.9,65,15,17
2019-06-13T19:02:00Z,79.9,82,58.4,64.9,65,15,17
2019-06-13T19:03:00Z,79.9,82,58.4,64.9,65,15,17
2019-06-13T19:04:00Z,79.9,82,58.4,64.9,65,15,17
2019-06-13T19:06:00Z,79.9,82,59.1,64.9,65,15,17
2019-06-13T19:07:00Z,79.9,82,59.2,64.9,65,15,17
2019-06-13T19:08:00Z,79.9,82,59.2,64.9,65,15,17
2019-06-13T19:09:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:11:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:12:00Z,79.9,82,59.3,64.9,65,15,17
2019-06-13T19:13:00Z,80.1,82,59.4,64.9,65,15.199999999999989,17
2019-06-13T19:14:00Z,80.1,82,59.4,64.9,65,15.199999999999989,17
2019-06-13T19:16:00Z,80.1,82,59.4,64.9,65,15.199999999999989,17
2019-06-13T19:17:00Z,80.1,82,59.5,64.9,65,15.199999999999989,17
2019-06-13T19:18:00Z,80.1,82,59.4,64.9,65,15.199999999999989,17
2019-06-13T19:19:00Z,80.1,82,59.4,64.9,65,15.199999999999989,17
2019-06-13T19:21:00Z,80.1,82,59.3,64.9,65,15.199999999999989,17
2019-06-13T19:22:00Z,80.1,82,59.3,64.9,65,15.199999999999989,17
2019-06-13T19:23:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:24:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:26:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:27:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:28:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:29:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:31:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:32:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:33:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:34:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:36:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:37:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:38:00Z,80.1,82,59.1,64.9,65,15.199999999999989,17
2019-06-13T19:39:00Z,80.1,82,59.3,64.9,65,15.199999999999989,17
2019-06-13T19:41:00Z,80.2,82,59.3,64.9,65,15.299999999999997,17
2019-06-13T19:42:00Z,80.1,82,59.3,64.9,65,15.199999999999989,17
2019-06-13T19:43:00Z,80.1,82,59.2,64.9,65,15.199999999999989,17
2019-06-13T19:44:00Z,80.1,82,59.1,64.9,65,15.199999999999989,17
2019-06-13T19:46:00Z,80.2,82,59.2,64.9,65,15.299999999999997,17
2019-06-13T19:47:00Z,80.2,82,59.1,64.9,65,15.299999999999997,17
2019-06-13T19:48:00Z,80.2,82,59.1,64.9,65,15.299999999999997,17
2019-06-13T19:49:00Z,80.2,82,59.1,64.9,65,15.299999999999997,17
2019-06-13T19:51:00Z,80.2,82,59.2,64.9,65,15.299999999999997,17
2019-06-13T19:52:00Z,80.2,82,59.3,64.9,65,15.299999999999997,17
2019-06-13T19:53:00Z,80.2,82,59.2,64.9,65,15.299999999999997,17
2019-06-13T19:54:00Z,80.2,82,59.2,64.9,65,15.299999999999997,17
2019-06-13T19:56:00Z,80.2,82,59.1,64.9,65,15.299999999999997,17
2019-06-13T19:57:00Z,80.2,82,59.1,64.9,65,15.299999999999997,17
2019-06-13T19:58:00Z,80.2,82,59.1,64.9,65,15.299999999999997,17
2019-06-13T19:59:00Z,80.2,82,59.1,64.9,65,15.299999999999997,17
2019-06-13T20:01:00Z,80.2,82,59,66,66,14.200000000000003,16
2019-06-13T20:02:00Z,80.2,82,59,66,66,14.200000000000003,16
2019-06-13T20:03:00Z,80.2,82,59,66,66,14.200000000000003,16
2019-06-13T20:04:00Z,80.2,82,59.1,66,66,14.200000000000003,16
2019-06-13T20:06:00Z,80.2,82,59.2,66,66,14.200000000000003,16
2019-06-13T20:07:00Z,80.2,82,59.2,66,66,14.200000000000003,16
2019-06-13T20:08:00Z,80.2,82,59.3,66,66,14.200000000000003,16
2019-06-13T20:09:00Z,80.2,82,59.5,66,66,14.200000000000003,16
2019-06-13T20:11:00Z,80.2,82,59.6,66,66,14.200000000000003,16
2019-06-13T20:12:00Z,80.4,82,59.8,66,66,14.400000000000006,16
2019-06-13T20:13:00Z,80.4,82,60,66,66,14.400000000000006,16
2019-06-13T20:14:00Z,80.4,82,60,66,66,14.400000000000006,16
2019-06-13T20:16:00Z,80.2,82,60,66,66,14.200000000000003,16
2019-06-13T20:17:00Z,80.4,82,59.9,66,66,14.400000000000006,16
2019-06-13T20:18:00Z,80.2,82,59.7,66,66,14.200000000000003,16
2019-06-13T20:19:00Z,80.2,82,60,66,66,14.200000000000003,16
2019-06-13T20:21:00Z,80.4,82,59.9,66,66,14.400000000000006,16
2019-06-13T20:22:00Z,80.4,82,59.9,66,66,14.400000000000006,16
2019-06-13T20:23:00Z,80.4,82,59.9,66,66,14.400000000000006,16
2019-06-13T20:24:00Z,80.4,82,59.9,66,66,14.400000000000006,16
2019-06-13T20:26:00Z,80.4,82,59.9,66,66,14.400000000000006,16
2019-06-13T20:27:00Z,80.4,82,59.9,66,66,14.400000000000006,16
2019-06-13T20:28:00Z,80.4,82,59.8,66,66,14.400000000000006,16
2019-06-13T20:29:00Z,80.4,82,59.8,66,66,14.400000000000006,16
2019-06-13T20:31:00Z,80.4,82,59.7,66,66,14.400000000000006,16
2019-06-13T20:32:00Z,80.4,82,59.7,66,66,14.400000000000006,16
2019-06-13T20:33:00Z,80.4,82,59.6,66,66,14.400000000000006,16
2019-06-13T20:34:00Z,80.4,82,59.6,66,66,14.400000000000006,16
2019-06-13T20:36:00Z,80.4,82,59.5,66,66,14.400000000000006,16
2019-06-13T20:37:00Z,80.4,82,59.3,66,66,14.400000000000006,16
2019-06-13T20:38:00Z,80.4,82,59.2,66,66,14.400000000000006,16
2019-06-13T20:39:00Z,80.4,82,59.2,66,66,14.400000000000006,16
2019-06-13T20:41:00Z,80.4,82,59.1,66,66,14.400000000000006,16
2019-06-13T20:42:00Z,80.4,82,58.9,66,66,14.400000000000006,16
2019-06-13T20:43:00Z,80.4,82,58.9,66,66,14.400000000000006,16
2019-06-13T20:44:00Z,80.4,82,58.8,66,66,14.400000000000006,16
2019-06-13T20:46:00Z,80.4,82,58.7,66,66,14.400000000000006,16
2019-06-13T20:47:00Z,80.4,82,58.7,66,66,14.400000000000006,16
2019-06-13T20:48:00Z,80.4,82,58.7,66,66,14.400000000000006,16
2019-06-13T20:49:00Z,80.4,82,58.6,66,66,14.400000000000006,16
2019-06-13T20:51:00Z,80.4,82,58.6,66,66,14.400000000000006,16
2019-06-13T20:52:00Z,80.4,82,58.6,66,66,14.400000000000006,16
2019-06-13T20:53:00Z,80.4,82,58.6,66,66,14.400000000000006,16
2019-06-13T20:54:00Z,80.4,82,58.7,66,66,14.400000000000006,16
2019-06-13T20:56:00Z,80.6,82,58.8,66,66,14.599999999999994,16
2019-06-13T20:57:00Z,80.4,82,58.8,66,66,14.400000000000006,16
2019-06-13T20:58:00Z,80.4,82,58.8,66,66,14.400000000000006,16
2019-06-13T20:59:00Z,80.6,82,59.1,66,66,14.599999999999994,16
2019-06-13T21:01:00Z,80.6,82,59.2,64.9,65,15.699999999999989,17
2019-06-13T21:02:00Z,80.6,82,59.4,64.9,65,15.699999999999989,17
2019-06-13T21:03:00Z,80.6,82,59.6,64.9,65,15.699999999999989,17
2019-06-13T21:04:00Z,80.6,83,59.7,64.9,65,15.699999999999989,18
2019-06-13T21:06:00Z,80.6,83,59.8,64.9,65,15.699999999999989,18
2019-06-13T21:07:00Z,80.6,83,60,64.9,65,15.699999999999989,18
2019-06-13T21:08:00Z,80.6,83,60.4,64.9,65,15.699999999999989,18
2019-06-13T21:09:00Z,80.6,83,60.3,64.9,65,15.699999999999989,18
2019-06-13T21:11:00Z,80.6,83,60.4,64.9,65,15.699999999999989,18
2019-06-13T21:12:00Z,80.6,83,60.5,64.9,65,15.699999999999989,18
2019-06-13T21:13:00Z,80.6,83,60.6,64.9,65,15.699999999999989,18
2019-06-13T21:14:00Z,80.6,83,60.9,64.9,65,15.699999999999989,18
2019-06-13T21:16:00Z,80.6,83,60.8,64.9,65,15.699999999999989,18
2019-06-13T21:17:00Z,80.6,83,60.9,64.9,65,15.699999999999989,18
2019-06-13T21:18:00Z,80.6,83,60.9,64.9,65,15.699999999999989,18
2019-06-13T21:19:00Z,80.6,83,60.9,64.9,65,15.699999999999989,18
2019-06-13T21:21:00Z,80.6,83,60.9,64.9,65,15.699999999999989,18
2019-06-13T21:22:00Z,80.8,83,60.8,64.9,65,15.899999999999991,18
2019-06-13T21:23:00Z,80.8,83,60.6,64.9,65,15.899999999999991,18
2019-06-13T21:24:00Z,80.8,83,60.6,64.9,65,15.899999999999991,18
2019-06-13T21:26:00Z,80.8,83,60.5,64.9,65,15.899999999999991,18
2019-06-13T21:27:00Z,80.8,83,60.5,64.9,65,15.899999999999991,18
2019-06-13T21:28:00Z,80.8,83,60.5,64.9,65,15.899999999999991,18
2019-06-13T21:29:00Z,80.8,83,60.3,64.9,65,15.899999999999991,18
2019-06-13T21:31:00Z,80.8,83,60.3,64.9,65,15.899999999999991,18
2019-06-13T21:32:00Z,80.8,83,60.1,64.9,65,15.899999999999991,18
2019-06-13T21:33:00Z,80.8,83,60,64.9,65,15.899999999999991,18
2019-06-13T21:34:00Z,80.8,83,59.8,64.9,65,15.899999999999991,18
2019-06-13T21:36:00Z,80.8,83,59.7,64.9,65,15.899999999999991,18
2019-06-13T21:37:00Z,80.8,83,59.7,64.9,65,15.899999999999991,18
2019-06-13T21:38:00Z,80.8,83,59.6,64.9,65,15.899999999999991,18
2019-06-13T21:39:00Z,80.8,83,59.5,64.9,65,15.899999999999991,18
2019-06-13T21:41:00Z,80.8,83,59.4,64.9,65,15.899999999999991,18
2019-06-13T21:42:00Z,80.8,83,59.4,64.9,65,15.899999999999991,18
2019-06-13T21:43:00Z,80.8,83,59.3,64.9,65,15.899999999999991,18
2019-06-13T21:44:00Z,80.8,83,59.3,64.9,65,15.899999999999991,18
2019-06-13T21:46:00Z,80.8,83,59.3,64.9,65,15.899999999999991,18
2019-06-13T21:47:00Z,80.8,83,59.2,64.9,65,15.899999999999991,18
2019-06-13T21:48:00Z,80.8,83,59.1,64.9,65,15.899999999999991,18
2019-06-13T21:49:00Z,80.8,83,59,64.9,65,15.899999999999991,18
2019-06-13T21:51:00Z,80.8,83,58.9,64.9,65,15.899999999999991,18
2019-06-13T21:52:00Z,80.8,83,58.8,64.9,65,15.899999999999991,18
2019-06-13T21:53:00Z,80.8,83,58.7,64.9,65,15.899999999999991,18
2019-06-13T21:54:00Z,80.8,83,58.7,64.9,65,15.899999999999991,18
2019-06-13T21:56:00Z,80.8,83,58.7,64.9,65,15.899999999999991,18
2019-06-13T21:57:00Z,80.8,83,58.6,64.9,65,15.899999999999991,18
2019-06-13T21:58:00Z,80.8,83,58.4,64.9,65,15.899999999999991,18
2019-06-13T21:59:00Z,80.8,83,58.3,64.9,65,15.899999999999991,18
2019-06-13T22:01:00Z,80.8,83,58.1,64.9,65,15.899999999999991,18
2019-06-13T22:02:00Z,80.8,83,58,64.9,65,15.899999999999991,18
2019-06-13T22:03:00Z,80.8,83,58,64.9,65,15.899999999999991,18
2019-06-13T22:04:00Z,80.8,82,57.8,64.9,65,15.899999999999991,17
2019-06-13T22:06:00Z,80.8,82,57.7,64.9,65,15.899999999999991,17
2019-06-13T22:07:00Z,80.8,82,57.6,64.9,65,15.899999999999991,17
2019-06-13T22:08:00Z,80.8,82,57.5,64.9,65,15.899999999999991,17
2019-06-13T22:09:00Z,80.8,82,57.4,64.9,65,15.899999999999991,17
2019-06-13T22:11:00Z,80.8,82,57.1,64.9,65,15.899999999999991,17
2019-06-13T22:12:00Z,80.8,82,56.3,64.9,65,15.899999999999991,17
2019-06-13T22:13:00Z,80.8,82,55.9,64.9,65,15.899999999999991,17
2019-06-13T22:14:00Z,80.8,82,55.7,64.9,65,15.899999999999991,17
2019-06-13T22:16:00Z,80.8,82,55.9,64.9,65,15.899999999999991,17
