OBJECTID,NBRDESC,ACRES,LABEL,COLOR_2,07_mean
"194",PERRING LOCH,139.965473809999992,Perring Loch,"3",0.306203470282487
"195",PIMLICO GOOD NEIGHBORS,189.249710329999999,Pimlico Good Neighbors,"1",0.093157794053909
"196",PLEASANT VIEW GARDENS,29.439969470000001,Pleasant View Gardens,"5",0.039083535882134
"197",POPPLETON,116.573671149999996,Poppleton,"5",0.149865959714854
"198",PORT COVINGTON,212.437134770000000,Port Covington,"5",0.053132405781440
"199",PULASKI INDUSTRIAL AREA,1259.332134819999965,Pulaski Industrial Area,"1",0.204812697611299
"200",PURNELL,24.803983320000000,Purnell,"3",0.437555357904762
"201",RADNOR-WINSTON,50.296262380000002,Radnor-Winston,"2",0.381312961880206
"202",RAMBLEWOOD,99.746381260000007,Ramblewood,"3",0.276270449168224
"203",REISTERSTOWN STATION,290.101528239999993,Reisterstown Station,"4",0.153849063528712
"204",REMINGTON,157.063514199999986,Remington,"3",0.189540195696547
"205",RESERVOIR HILL,194.947248720000005,Reservoir Hill,"5",0.188075445017879
"206",RICHNOR SPRINGS,21.376675530000000,Richnor Springs,"3",0.180834246192839
"207",RIDGELY'S DELIGHT,31.392728080000001,Ridgely's Delight,"2",0.232652338896685
"208",RIVERSIDE,188.932470849999987,Riverside,"3",0.085979017274345
"209",ROGNEL HEIGHTS,108.749610369999999,Rognel Heights,"1",0.291903590204327
"210",ROLAND PARK,612.795699340000056,Roland Park,"4",0.624190459243164
"211",ROSEBANK,42.329316400000003,Rosebank,"3",0.253329732303569
"212",ROSEMONT,111.471359840000005,Rosemont,"4",0.341846698872388
"213",ROSEMONT EAST,161.336192159999996,Rosemont East,"2",0.373191016041929
"214",ROSEMONT HOMEOWNERS/TENANTS,40.334450410000002,Rosemont Homeowners/Tenants,"1",0.095443426155592
"215",SABINA-MATTFELDT,75.612327600000000,Sabina-Mattfeldt,"2",0.437206120734491
"216",SAINT AGNES,53.311380509999999,Saint Agnes,"3",0.361120273807196
"217",SAINT HELENA,36.291848770000001,Saint Helena,"5",0.111520798542584
"218",SAINT JOSEPHS,89.438525290000001,Saint Josephs,"4",0.238695901263164
"219",SAINT PAUL,66.357233769999993,Saint Paul,"2",0.297979125273614
"220",SANDTOWN-WINCHESTER,260.172885510000015,Sandtown-Winchester,"5",0.131846588487589
"221",SOUTH BALTIMORE,83.076268889999994,South Baltimore,"2",0.044225998736045
"222",SETON BUSINESS PARK,250.263504630000000,Seton Business Park,"3",0.297915239109516
"223",SETON HILL,47.714230639999997,Seton Hill,"4",0.261320569982165
"224",SHARP-LEADENHALL,44.202013319999999,Sharp-Leadenhall,"5",0.103758371484885
"225",SHIPLEY HILL,116.703906509999996,Shipley Hill,"4",0.247847652319649
"226",SOUTH CLIFTON PARK,60.400027250000001,South Clifton Park,"3",0.088063875623910
"227",SPRING GARDEN INDUSTRIAL AREA,172.942721540000008,Spring Garden Industrial Area,"1",0.067681866343340
"228",STADIUM AREA,105.065231690000005,Stadium Area,"3",0.069365162152483
"229",STONEWOOD-PENTWOOD-WINSTON,59.692863209999999,Stonewood-Pentwood-Winston,"1",0.344136417914466
"230",TAYLOR HEIGHTS,122.388653219999995,Taylor Heights,"5",0.280571068860567
"231",TEN HILLS,213.244178040000008,Ten Hills,"3",0.629554717107882
"232",THE ORCHARDS,135.132119950000003,The Orchards,"4",0.507201431112425
"233",TOWANDA-GRANTLEY,89.485498739999997,Towanda-Grantley,"1",0.304323689077348
"234",TREMONT,22.538349660000002,Tremont,"2",0.121173570722863
"235",TUSCANY-CANTERBURY,93.134176370000006,Tuscany-Canterbury,"3",0.376526311793783
"236",UNION SQUARE,42.439216100000003,Union Square,"3",0.232259303435760
"237",UNIVERSITY OF MARYLAND,96.642503469999994,University Of Maryland,"1",0.077973489797373
"238",UPLANDS,126.623053799999994,Uplands,"5",0.333613626375539
"239",UPPER FELLS POINT,81.468408580000002,Upper Fells Point,"2",0.084937946262644
"240",UPTON,187.522186419999997,Upton,"3",0.174620354472530
"241",VILLAGES OF HOMELAND,20.271630219999999,Villages Of Homeland,"1",0.317783754706832
"242",VIOLETVILLE,379.405391559999998,Violetville,"2",0.217272949170001
"243",WAKEFIELD,174.716208990000013,Wakefield,"3",0.707305609745105
"244",WALBROOK,127.636168069999997,Walbrook,"5",0.310700164698718
"245",WALTHERSON,473.078232270000001,Waltherson,"2",0.305386590080092
"246",WASHINGTON HILL,100.604957769999999,Washington Hill,"5",0.111001860405894
"247",WASHINGTON VILLAGE/PIGTOWN,209.152900219999992,Washington Village/Pigtown,"1",0.069725012921593
"248",WAVERLY,98.950046220000004,Waverly,"3",0.271327226146930
"249",WEST ARLINGTON,174.532924619999989,West Arlington,"3",0.376537178028342
"250",WEST FOREST PARK,238.342363030000001,West Forest Park,"5",0.610869158165565
"251",WEST HILLS,214.454284250000001,West Hills,"5",0.549949938891513
"252",WESTFIELD,274.507801439999980,Westfield,"5",0.317718852709286
"253",WESTGATE,213.049282430000005,Westgate,"2",0.368807800711320
"254",WESTPORT,318.552777230000004,Westport,"3",0.178533969459102
"255",WILSON PARK,59.990836219999998,Wilson Park,"2",0.286119047382153
"256",WINCHESTER,53.201753760000003,Winchester,"2",0.283094909232283
"257",WINDSOR HILLS,149.903646879999997,Windsor Hills,"2",0.535535593328838
"258",WINSTON-GOVANS,72.488289539999997,Winston-Govans,"1",0.402039840385103
"259",WOODBERRY,340.363890410000010,Woodberry,"2",0.471939412824829
"260",WOODBOURNE HEIGHTS,86.116682089999998,Woodbourne Heights,"1",0.298680464048850
"261",WOODBOURNE-MCCABE,48.097917500000001,Woodbourne-McCabe,"2",0.355583683903553
"262",WOODMERE,165.368232070000005,Woodmere,"1",0.159655830147347
"263",WYMAN PARK,70.631019010000003,Wyman Park,"1",0.459689046689799
"264",WYNDHURST,194.420634269999994,Wyndhurst,"2",0.417441130166664
"265",YALE HEIGHTS,122.959375289999997,Yale Heights,"5",0.412138131848579
"266",LOWER EDMONDSON VILLAGE,14.455071200000001,Lower Edmondson Village,"4",0.144590501873230
"267",WILHELM PARK,285.170040859999972,Wilhelm Park,"1",0.256345446141050
"268",EDGEWOOD,66.461899770000002,Edgewood,"5",0.179764483842978
"269",EVESHAM PARK,46.994807719999997,Evesham Park,"5",0.512830558658972
"270",BELVEDERE,66.330533979999998,Belvedere,"1",0.413906767908236
"271",WRENLANE,18.463023499999998,Wrenlane,"4",0.259668645674676
"272",YORK-HOMELAND,14.997147269999999,York-Homeland,"3",0.273480252815395
"273",CARE,54.234040759999999,CARE,"2",0.086367305610808
"274",DOWNTOWN WEST,70.206478270000005,Downtown West,"4",0.054415228887171
"275",BELAIR-EDISON,527.968507159999945,Belair-Edison,"1",0.128915748984731
"276",FOUR BY FOUR,45.318417490000002,Four By Four,"4",0.300616654483523
"277",CHARLES VILLAGE,168.544539920000005,Charles Village,"5",0.176003056467002
"278",OLD GOUCHER,37.071832020000002,Old Goucher,"4",0.089858382342286
